,연령,소득구간,월소득(만원),소비비율,저축/투자비율,부채상환비율,소비액,저축/투자액,부채상환액,적금/청약비율,연금저축(투자상품)비율,적금/청약액,연금저축(투자상품)액,외식/카페 비율,주유/교통 비율,통신비 비율,항공/여행 비율,문화/교육 비율,쇼핑 비율,주택청약가입,연금저축가입
1487,21,1,98,0.587,0.257,0.059,58,25,6,0.181,0.065,18,6,0.162,0.057,0.051,0.105,0.105,0.094,1,1
1493,23,1,86,0.594,0.218,0.064,51,19,6,0.143,0.061,12,5,0.146,0.063,0.051,0.105,0.094,0.094,1,1
1494,28,1,96,0.591,0.237,0.06,57,23,6,0.178,0.071,17,7,0.162,0.063,0.057,0.095,0.094,0.086,1,1
1528,25,1,100,0.607,0.256,0.063,61,26,6,0.188,0.066,19,7,0.162,0.057,0.057,0.105,0.094,0.094,0,1
1529,29,1,95,0.542,0.242,0.067,51,23,6,0.159,0.074,15,7,0.162,0.057,0.063,0.105,0.105,0.094,0,1
1531,21,1,96,0.563,0.231,0.066,54,22,6,0.17,0.066,16,6,0.178,0.057,0.063,0.095,0.094,0.086,1,1
1549,25,1,97,0.556,0.251,0.06,54,24,6,0.163,0.069,16,7,0.162,0.063,0.063,0.095,0.105,0.086,1,0
1565,20,1,93,0.629,0.234,0.064,58,22,6,0.179,0.07,17,7,0.162,0.063,0.057,0.095,0.115,0.086,1,1
1576,25,1,85,0.613,0.218,0.059,52,19,5,0.163,0.06,14,5,0.162,0.057,0.057,0.095,0.105,0.086,1,1
1581,29,1,92,0.643,0.221,0.058,59,20,5,0.153,0.062,14,6,0.162,0.057,0.057,0.105,0.115,0.094,1,1
1587,28,1,92,0.642,0.246,0.061,59,23,6,0.162,0.065,15,6,0.146,0.063,0.057,0.105,0.105,0.094,1,1
1612,22,1,95,0.571,0.23,0.058,54,22,6,0.155,0.069,15,7,0.162,0.057,0.057,0.095,0.105,0.086,1,1
1622,23,1,95,0.568,0.218,0.065,54,21,6,0.163,0.057,15,5,0.162,0.051,0.063,0.095,0.094,0.086,1,1
1626,21,1,88,0.569,0.249,0.06,50,22,5,0.183,0.064,16,6,0.162,0.057,0.057,0.088,0.105,0.077,1,1
1644,21,1,86,0.639,0.231,0.064,55,20,6,0.18,0.061,15,5,0.146,0.051,0.063,0.095,0.094,0.086,1,1
1645,23,1,99,0.568,0.253,0.065,56,25,6,0.166,0.076,16,8,0.162,0.057,0.057,0.095,0.105,0.086,0,1
1649,26,1,98,0.613,0.248,0.068,60,24,7,0.174,0.074,17,7,0.178,0.057,0.057,0.095,0.105,0.086,0,1
1656,22,1,95,0.638,0.231,0.064,61,22,6,0.173,0.058,16,6,0.146,0.057,0.057,0.095,0.094,0.086,1,1
1676,29,1,86,0.611,0.216,0.061,53,19,5,0.168,0.061,14,5,0.162,0.063,0.063,0.095,0.105,0.086,1,1
1685,21,1,101,0.604,0.231,0.061,61,23,6,0.157,0.066,16,7,0.162,0.057,0.057,0.105,0.105,0.094,0,1
1695,28,1,86,0.586,0.247,0.058,50,21,5,0.172,0.075,15,6,0.162,0.051,0.057,0.095,0.115,0.086,0,1
1709,25,1,97,0.556,0.227,0.069,54,22,7,0.155,0.057,15,6,0.178,0.051,0.057,0.088,0.105,0.077,1,1
1710,21,1,87,0.592,0.235,0.059,52,20,5,0.178,0.067,15,6,0.146,0.051,0.057,0.095,0.115,0.086,0,0
1718,26,1,103,0.606,0.225,0.06,62,23,6,0.153,0.064,16,7,0.162,0.057,0.063,0.095,0.094,0.086,0,1
1725,20,1,86,0.622,0.252,0.059,53,22,5,0.18,0.073,15,6,0.162,0.057,0.063,0.088,0.105,0.077,1,1
1733,20,1,93,0.56,0.225,0.07,52,21,7,0.161,0.065,15,6,0.146,0.051,0.057,0.088,0.105,0.077,1,1
1748,20,1,99,0.61,0.238,0.068,60,24,7,0.184,0.072,18,7,0.146,0.057,0.051,0.105,0.115,0.094,1,1
1749,20,1,87,0.628,0.232,0.064,55,20,6,0.157,0.068,14,6,0.162,0.057,0.063,0.088,0.094,0.077,0,1
1754,28,1,103,0.592,0.213,0.07,61,22,7,0.164,0.054,17,6,0.178,0.057,0.057,0.095,0.115,0.086,1,1
1769,20,1,92,0.572,0.252,0.069,53,23,6,0.188,0.064,17,6,0.162,0.057,0.057,0.095,0.115,0.086,0,1
1776,27,1,98,0.578,0.234,0.061,57,23,6,0.171,0.066,17,6,0.162,0.057,0.057,0.095,0.105,0.086,0,1
1778,20,1,89,0.64,0.255,0.062,57,23,6,0.175,0.071,16,6,0.162,0.051,0.057,0.095,0.105,0.086,1,1
1781,21,1,102,0.545,0.256,0.064,56,26,7,0.168,0.07,17,7,0.178,0.063,0.057,0.088,0.105,0.077,1,1
1785,24,1,101,0.574,0.219,0.07,58,22,7,0.152,0.062,15,6,0.162,0.057,0.057,0.095,0.105,0.086,1,0
1795,23,1,86,0.586,0.231,0.07,50,20,6,0.181,0.06,16,5,0.162,0.063,0.057,0.095,0.105,0.086,1,1
1797,22,1,86,0.593,0.251,0.065,51,22,6,0.18,0.072,15,6,0.178,0.051,0.063,0.095,0.105,0.086,1,1
1799,28,1,85,0.58,0.229,0.069,49,19,6,0.161,0.066,14,6,0.162,0.057,0.063,0.095,0.105,0.086,0,1
1800,26,1,103,0.555,0.256,0.07,57,26,7,0.171,0.073,18,8,0.162,0.057,0.051,0.105,0.105,0.094,1,1
1814,28,1,86,0.542,0.255,0.059,47,22,5,0.194,0.073,17,6,0.162,0.063,0.057,0.088,0.105,0.077,0,0
1815,21,1,103,0.55,0.227,0.066,57,23,7,0.172,0.059,18,6,0.146,0.063,0.057,0.088,0.105,0.077,0,1
1836,28,1,87,0.557,0.232,0.059,48,20,5,0.175,0.06,15,5,0.178,0.057,0.051,0.095,0.105,0.086,1,1
1868,21,1,87,0.531,0.239,0.069,46,21,6,0.178,0.07,15,6,0.162,0.057,0.051,0.105,0.094,0.094,1,1
1884,24,1,88,0.551,0.227,0.059,48,20,5,0.153,0.059,13,5,0.162,0.057,0.063,0.095,0.094,0.086,1,1
1891,22,1,92,0.563,0.255,0.058,52,23,5,0.166,0.076,15,7,0.162,0.063,0.051,0.095,0.115,0.086,1,1
1910,24,1,90,0.623,0.227,0.066,56,20,6,0.159,0.062,14,6,0.162,0.051,0.057,0.088,0.105,0.077,1,1
1921,22,1,85,0.547,0.252,0.067,46,21,6,0.181,0.069,15,6,0.162,0.051,0.057,0.095,0.115,0.086,1,1
1944,28,1,99,0.622,0.231,0.068,62,23,7,0.171,0.063,17,6,0.162,0.051,0.057,0.088,0.105,0.077,1,1
1949,24,1,93,0.613,0.226,0.064,57,21,6,0.164,0.068,15,6,0.146,0.057,0.051,0.088,0.105,0.077,1,1
1954,20,1,103,0.527,0.23,0.067,54,24,7,0.168,0.062,17,6,0.178,0.057,0.057,0.095,0.115,0.086,0,1
1957,29,1,93,0.554,0.24,0.068,52,22,6,0.189,0.066,18,6,0.162,0.051,0.057,0.105,0.115,0.094,1,1
1967,21,1,91,0.59,0.217,0.062,54,20,6,0.15,0.061,14,6,0.178,0.057,0.057,0.095,0.105,0.086,0,1
1976,21,1,89,0.598,0.252,0.059,53,22,5,0.199,0.065,18,6,0.146,0.057,0.057,0.088,0.105,0.077,0,1
1977,24,1,93,0.565,0.222,0.07,53,21,7,0.151,0.067,14,6,0.146,0.057,0.051,0.095,0.105,0.086,1,1
1980,20,1,88,0.575,0.222,0.058,51,20,5,0.162,0.061,14,5,0.162,0.051,0.057,0.105,0.094,0.094,0,1
1981,21,1,100,0.629,0.256,0.062,63,26,6,0.167,0.073,17,7,0.146,0.057,0.057,0.088,0.105,0.077,1,1
1984,21,1,87,0.619,0.239,0.058,54,21,5,0.175,0.066,15,6,0.146,0.057,0.057,0.088,0.115,0.077,1,1
1987,29,1,94,0.637,0.23,0.067,60,22,6,0.158,0.07,15,7,0.162,0.057,0.057,0.088,0.105,0.077,1,1
1993,20,1,87,0.594,0.241,0.058,52,21,5,0.16,0.067,14,6,0.146,0.057,0.057,0.105,0.094,0.094,1,1
1996,28,1,103,0.604,0.249,0.058,62,26,6,0.188,0.063,19,6,0.178,0.057,0.063,0.095,0.094,0.086,0,1
1998,21,1,86,0.535,0.243,0.064,46,21,6,0.169,0.067,15,6,0.162,0.057,0.057,0.095,0.105,0.086,1,1
2029,20,1,97,0.551,0.244,0.058,53,24,6,0.189,0.075,18,7,0.178,0.057,0.057,0.105,0.115,0.094,1,1
2032,21,1,93,0.533,0.25,0.06,50,23,6,0.193,0.064,18,6,0.146,0.057,0.063,0.095,0.105,0.086,1,1
2036,29,1,87,0.549,0.255,0.07,48,22,6,0.187,0.073,16,6,0.178,0.051,0.057,0.095,0.094,0.086,1,1
2037,23,1,87,0.571,0.254,0.065,50,22,6,0.19,0.072,17,6,0.162,0.057,0.057,0.095,0.105,0.086,1,0
2043,27,1,87,0.56,0.228,0.067,49,20,6,0.152,0.065,13,6,0.162,0.057,0.057,0.105,0.105,0.094,0,1
2060,20,1,86,0.596,0.22,0.059,51,19,5,0.152,0.062,13,5,0.146,0.057,0.063,0.088,0.094,0.077,1,1
2071,22,1,94,0.568,0.247,0.068,53,23,6,0.163,0.074,15,7,0.162,0.063,0.057,0.095,0.115,0.086,1,0
2079,20,1,99,0.603,0.251,0.069,60,25,7,0.197,0.071,20,7,0.178,0.051,0.051,0.095,0.105,0.086,0,1
2087,24,1,97,0.626,0.218,0.07,61,21,7,0.169,0.067,16,6,0.178,0.063,0.051,0.095,0.094,0.086,0,1
2089,24,1,92,0.538,0.225,0.066,49,21,6,0.156,0.061,14,6,0.162,0.063,0.057,0.095,0.105,0.086,1,0
2091,20,1,103,0.591,0.238,0.066,61,25,7,0.178,0.064,18,7,0.162,0.057,0.051,0.095,0.115,0.086,1,1
2094,20,1,90,0.616,0.244,0.06,55,22,5,0.183,0.071,16,6,0.146,0.051,0.051,0.105,0.105,0.094,1,1
2101,21,1,95,0.618,0.228,0.063,59,22,6,0.152,0.07,14,7,0.162,0.051,0.051,0.095,0.105,0.086,1,1
2111,26,1,88,0.586,0.222,0.067,52,20,6,0.173,0.066,15,6,0.178,0.057,0.057,0.105,0.105,0.094,0,0
2119,23,1,101,0.58,0.255,0.066,59,26,7,0.191,0.069,19,7,0.162,0.057,0.051,0.095,0.105,0.086,1,1
2133,27,1,95,0.627,0.243,0.069,60,23,7,0.18,0.062,17,6,0.162,0.057,0.057,0.105,0.105,0.094,1,1
2137,26,1,98,0.568,0.251,0.063,56,25,6,0.184,0.071,18,7,0.178,0.057,0.063,0.105,0.105,0.094,0,1
2149,23,1,100,0.583,0.214,0.065,58,21,6,0.152,0.061,15,6,0.178,0.051,0.063,0.095,0.105,0.086,1,1
2162,28,1,91,0.638,0.229,0.063,58,21,6,0.175,0.07,16,6,0.162,0.057,0.057,0.105,0.094,0.094,1,1
2164,28,1,93,0.575,0.221,0.07,53,21,7,0.146,0.066,14,6,0.146,0.051,0.057,0.095,0.115,0.086,1,0
2166,20,1,97,0.552,0.247,0.06,54,24,6,0.176,0.071,17,7,0.178,0.063,0.057,0.095,0.094,0.086,1,1
2170,25,1,98,0.533,0.247,0.068,52,24,7,0.176,0.063,17,6,0.178,0.051,0.051,0.095,0.105,0.086,1,1
2180,21,1,90,0.549,0.248,0.07,49,22,6,0.163,0.071,15,6,0.162,0.063,0.051,0.088,0.105,0.077,1,1
2182,27,1,85,0.592,0.234,0.059,50,20,5,0.159,0.068,14,6,0.178,0.063,0.057,0.095,0.105,0.086,0,1
2184,20,1,97,0.595,0.211,0.067,58,20,6,0.142,0.055,14,5,0.146,0.051,0.051,0.095,0.115,0.086,1,1
2186,29,1,101,0.615,0.255,0.061,62,26,6,0.167,0.07,17,7,0.162,0.063,0.051,0.095,0.094,0.086,1,1
2189,21,1,97,0.592,0.229,0.063,57,22,6,0.153,0.064,15,6,0.178,0.057,0.057,0.095,0.105,0.086,1,1
2191,29,1,102,0.63,0.214,0.067,64,22,7,0.156,0.061,16,6,0.178,0.063,0.057,0.105,0.105,0.094,1,0
2193,22,1,95,0.593,0.252,0.07,56,24,7,0.198,0.064,19,6,0.146,0.057,0.063,0.095,0.105,0.086,1,1
2196,25,1,93,0.549,0.248,0.063,51,23,6,0.184,0.063,17,6,0.146,0.057,0.057,0.088,0.115,0.077,1,1
2220,27,1,98,0.593,0.231,0.062,58,23,6,0.179,0.069,18,7,0.146,0.057,0.057,0.105,0.115,0.094,1,1
2245,27,1,94,0.592,0.255,0.058,56,24,5,0.175,0.074,16,7,0.178,0.057,0.051,0.105,0.105,0.094,1,1
2246,25,1,86,0.554,0.255,0.06,48,22,5,0.186,0.076,16,7,0.178,0.057,0.057,0.095,0.105,0.086,1,1
2254,27,1,101,0.546,0.224,0.068,55,23,7,0.164,0.068,17,7,0.162,0.057,0.051,0.095,0.115,0.086,1,1
2261,23,1,96,0.563,0.245,0.069,54,24,7,0.19,0.07,18,7,0.146,0.063,0.057,0.088,0.094,0.077,1,1
2268,21,1,89,0.577,0.248,0.067,51,22,6,0.176,0.071,16,6,0.178,0.057,0.063,0.095,0.105,0.086,1,1
2269,21,1,94,0.576,0.226,0.062,54,21,6,0.149,0.058,14,5,0.162,0.057,0.057,0.095,0.094,0.086,1,1
2280,20,1,89,0.634,0.218,0.059,56,19,5,0.164,0.058,15,5,0.162,0.057,0.051,0.095,0.115,0.086,0,1
2281,20,1,91,0.536,0.253,0.06,49,23,5,0.196,0.064,18,6,0.146,0.051,0.063,0.095,0.105,0.086,1,1
2296,28,1,89,0.544,0.234,0.063,48,21,6,0.169,0.063,15,6,0.146,0.057,0.057,0.095,0.115,0.086,0,1
2297,20,1,85,0.632,0.254,0.063,54,22,5,0.18,0.073,15,6,0.178,0.057,0.051,0.105,0.105,0.094,1,1
2301,25,1,95,0.602,0.223,0.058,57,21,6,0.174,0.061,17,6,0.162,0.063,0.057,0.088,0.105,0.077,1,1
2308,28,1,87,0.599,0.212,0.063,52,18,5,0.162,0.064,14,6,0.162,0.051,0.057,0.105,0.105,0.094,0,1
2317,20,1,92,0.582,0.232,0.058,54,21,5,0.155,0.071,14,7,0.178,0.057,0.057,0.105,0.105,0.094,1,1
2337,22,1,92,0.621,0.224,0.06,57,21,6,0.158,0.068,15,6,0.162,0.063,0.057,0.095,0.105,0.086,0,1
2352,27,1,96,0.62,0.222,0.069,60,21,7,0.157,0.061,15,6,0.162,0.057,0.057,0.105,0.094,0.094,0,0
2359,27,1,87,0.601,0.237,0.067,52,21,6,0.168,0.072,15,6,0.162,0.057,0.051,0.105,0.105,0.094,1,1
2361,21,1,93,0.583,0.241,0.058,54,22,5,0.163,0.066,15,6,0.178,0.057,0.057,0.095,0.105,0.086,1,1
2365,25,1,85,0.596,0.25,0.058,51,21,5,0.166,0.064,14,5,0.178,0.063,0.057,0.095,0.094,0.086,0,1
2377,24,1,99,0.58,0.242,0.06,57,24,6,0.187,0.073,19,7,0.162,0.057,0.057,0.095,0.105,0.086,1,1
2381,20,1,101,0.557,0.254,0.067,56,26,7,0.192,0.068,19,7,0.162,0.057,0.063,0.095,0.105,0.086,1,1
2382,21,1,102,0.615,0.221,0.063,63,23,6,0.16,0.068,16,7,0.162,0.057,0.051,0.105,0.105,0.094,0,1
2386,24,1,92,0.563,0.238,0.067,52,22,6,0.162,0.071,15,7,0.178,0.051,0.057,0.105,0.105,0.094,1,0
2390,23,1,92,0.583,0.252,0.062,54,23,6,0.166,0.066,15,6,0.146,0.057,0.051,0.105,0.105,0.094,0,1
2399,29,1,97,0.616,0.254,0.07,60,25,7,0.169,0.073,16,7,0.162,0.057,0.063,0.095,0.115,0.086,0,1
2400,21,1,91,0.57,0.217,0.064,52,20,6,0.145,0.056,13,5,0.162,0.057,0.051,0.095,0.105,0.086,1,1
2403,28,1,90,0.619,0.232,0.06,56,21,5,0.153,0.071,14,6,0.178,0.063,0.057,0.105,0.105,0.094,1,1
2404,24,1,97,0.558,0.234,0.059,54,23,6,0.16,0.07,16,7,0.146,0.057,0.051,0.088,0.094,0.077,1,1
2426,27,1,87,0.615,0.239,0.065,54,21,6,0.182,0.065,16,6,0.162,0.057,0.057,0.095,0.094,0.086,1,1
2445,21,1,90,0.554,0.213,0.061,50,19,5,0.148,0.054,13,5,0.178,0.063,0.051,0.095,0.115,0.086,1,1
2446,28,1,89,0.603,0.236,0.07,54,21,6,0.174,0.063,15,6,0.178,0.057,0.063,0.095,0.094,0.086,1,1
2451,27,1,103,0.59,0.218,0.067,61,22,7,0.145,0.059,15,6,0.162,0.063,0.057,0.105,0.094,0.094,0,1
2455,23,1,87,0.57,0.234,0.065,50,20,6,0.181,0.066,16,6,0.162,0.051,0.057,0.088,0.094,0.077,1,1
2459,20,1,92,0.574,0.238,0.059,53,22,5,0.18,0.064,17,6,0.162,0.057,0.051,0.095,0.094,0.086,0,1
2462,28,1,96,0.538,0.256,0.061,52,25,6,0.168,0.068,16,7,0.162,0.057,0.063,0.095,0.105,0.086,1,1
2479,29,1,100,0.553,0.224,0.059,55,22,6,0.151,0.066,15,7,0.146,0.051,0.051,0.095,0.105,0.086,0,1
2484,24,1,93,0.558,0.239,0.069,52,22,6,0.188,0.066,17,6,0.162,0.051,0.063,0.105,0.105,0.094,0,1
2506,27,1,101,0.619,0.213,0.062,63,22,6,0.154,0.061,16,6,0.162,0.051,0.051,0.095,0.115,0.086,1,0
2516,23,1,85,0.624,0.244,0.07,53,21,6,0.178,0.07,15,6,0.162,0.051,0.063,0.095,0.105,0.086,1,1
2518,29,1,98,0.6,0.232,0.06,59,23,6,0.171,0.071,17,7,0.162,0.057,0.051,0.095,0.105,0.086,1,1
2529,21,1,103,0.612,0.235,0.059,63,24,6,0.171,0.064,18,7,0.162,0.057,0.051,0.095,0.094,0.086,1,1
2531,23,1,100,0.631,0.216,0.07,63,22,7,0.156,0.058,16,6,0.146,0.051,0.063,0.105,0.105,0.094,0,1
2533,21,1,85,0.559,0.242,0.06,48,21,5,0.173,0.066,15,6,0.162,0.057,0.057,0.105,0.105,0.094,0,1
2534,23,1,98,0.594,0.253,0.062,58,25,6,0.198,0.064,19,6,0.146,0.051,0.057,0.095,0.105,0.086,0,1
2539,28,1,99,0.614,0.256,0.063,61,25,6,0.184,0.071,18,7,0.162,0.057,0.051,0.105,0.115,0.094,1,1
2540,20,1,97,0.627,0.237,0.06,61,23,6,0.156,0.061,15,6,0.162,0.063,0.057,0.088,0.105,0.077,1,1
2544,26,1,86,0.565,0.257,0.066,49,22,6,0.188,0.066,16,6,0.146,0.051,0.057,0.088,0.094,0.077,1,1
2550,21,1,91,0.535,0.218,0.059,49,20,5,0.155,0.062,14,6,0.146,0.057,0.057,0.105,0.105,0.094,0,0
2560,25,1,100,0.636,0.235,0.065,64,24,6,0.163,0.071,16,7,0.162,0.063,0.057,0.095,0.105,0.086,1,1
2572,28,1,91,0.553,0.254,0.063,50,23,6,0.179,0.076,16,7,0.162,0.063,0.063,0.088,0.115,0.077,1,1
2578,29,1,91,0.537,0.24,0.069,49,22,6,0.162,0.071,15,6,0.162,0.057,0.057,0.095,0.105,0.086,1,1
2582,26,1,94,0.547,0.245,0.061,51,23,6,0.164,0.075,15,7,0.178,0.057,0.057,0.095,0.105,0.086,1,1
2585,24,1,96,0.614,0.223,0.069,59,21,7,0.158,0.063,15,6,0.162,0.051,0.057,0.088,0.105,0.077,1,1
2588,28,1,89,0.604,0.24,0.061,54,21,5,0.186,0.062,17,6,0.162,0.063,0.051,0.095,0.105,0.086,0,1
2605,21,1,94,0.587,0.222,0.07,55,21,7,0.174,0.059,16,6,0.178,0.051,0.057,0.095,0.105,0.086,1,1
2617,27,1,90,0.608,0.248,0.061,55,22,5,0.179,0.063,16,6,0.162,0.051,0.057,0.088,0.105,0.077,1,1
2620,21,1,99,0.533,0.22,0.058,53,22,6,0.174,0.061,17,6,0.162,0.057,0.057,0.095,0.094,0.086,0,0
2624,21,1,92,0.637,0.252,0.064,59,23,6,0.18,0.07,17,6,0.146,0.063,0.057,0.088,0.105,0.077,0,1
2649,24,1,93,0.612,0.254,0.061,57,24,6,0.18,0.064,17,6,0.162,0.057,0.051,0.095,0.115,0.086,0,1
2655,21,1,92,0.53,0.223,0.058,49,21,5,0.155,0.064,14,6,0.146,0.063,0.063,0.095,0.115,0.086,0,1
2659,24,1,97,0.615,0.245,0.067,60,24,6,0.164,0.07,16,7,0.162,0.057,0.051,0.088,0.105,0.077,1,1
2661,28,1,101,0.552,0.231,0.068,56,23,7,0.163,0.071,16,7,0.162,0.057,0.057,0.095,0.115,0.086,1,1
2665,27,1,90,0.558,0.22,0.063,50,20,6,0.151,0.059,14,5,0.178,0.063,0.057,0.088,0.105,0.077,1,1
2666,27,1,87,0.633,0.215,0.067,55,19,6,0.142,0.058,12,5,0.162,0.057,0.057,0.088,0.115,0.077,0,1
2667,29,1,97,0.607,0.215,0.069,59,21,7,0.169,0.066,16,6,0.146,0.057,0.063,0.105,0.105,0.094,1,1
2679,26,1,94,0.627,0.227,0.07,59,21,7,0.175,0.064,16,6,0.178,0.051,0.051,0.105,0.105,0.094,1,1
2683,23,1,92,0.543,0.217,0.06,50,20,6,0.16,0.059,15,5,0.146,0.057,0.051,0.095,0.115,0.086,0,1
2688,22,1,94,0.639,0.211,0.064,60,20,6,0.154,0.057,14,5,0.162,0.057,0.057,0.095,0.105,0.086,1,1
2689,20,1,92,0.566,0.232,0.065,52,21,6,0.177,0.062,16,6,0.178,0.057,0.057,0.095,0.105,0.086,1,1
2692,29,1,85,0.598,0.238,0.062,51,20,5,0.176,0.067,15,6,0.146,0.057,0.063,0.088,0.105,0.077,1,1
2700,21,1,94,0.622,0.257,0.063,58,24,6,0.176,0.079,17,7,0.146,0.057,0.063,0.095,0.105,0.086,1,1
2714,20,1,85,0.602,0.228,0.07,51,19,6,0.17,0.067,14,6,0.162,0.057,0.057,0.095,0.094,0.086,0,1
2745,21,1,99,0.591,0.243,0.068,59,24,7,0.163,0.071,16,7,0.162,0.051,0.051,0.105,0.105,0.094,1,1
2757,21,1,101,0.539,0.214,0.065,54,22,7,0.142,0.063,14,6,0.162,0.051,0.051,0.088,0.094,0.077,1,1
2765,25,1,103,0.625,0.24,0.066,64,25,7,0.174,0.062,18,6,0.162,0.057,0.063,0.088,0.105,0.077,1,1
2768,22,1,94,0.531,0.22,0.06,50,21,6,0.147,0.066,14,6,0.162,0.057,0.057,0.095,0.105,0.086,1,1
2772,20,1,100,0.628,0.246,0.069,63,25,7,0.182,0.063,18,6,0.162,0.057,0.057,0.088,0.115,0.077,1,1
2787,23,1,88,0.542,0.222,0.063,48,20,6,0.165,0.058,15,5,0.178,0.051,0.051,0.095,0.115,0.086,0,1
2802,26,1,102,0.527,0.222,0.064,54,23,7,0.145,0.063,15,6,0.178,0.063,0.057,0.105,0.115,0.094,0,1
2817,23,1,85,0.54,0.243,0.063,46,21,5,0.164,0.062,14,5,0.162,0.051,0.051,0.095,0.115,0.086,1,0
2818,20,1,85,0.637,0.217,0.066,54,18,6,0.159,0.065,14,6,0.162,0.057,0.057,0.088,0.115,0.077,0,1
2830,20,1,94,0.621,0.217,0.064,58,20,6,0.146,0.056,14,5,0.146,0.063,0.057,0.095,0.105,0.086,1,1
2841,26,1,99,0.576,0.236,0.058,57,23,6,0.184,0.062,18,6,0.178,0.051,0.063,0.095,0.105,0.086,1,1
2843,25,1,102,0.601,0.253,0.058,61,26,6,0.182,0.077,19,8,0.178,0.051,0.051,0.088,0.115,0.077,1,1
2849,27,1,91,0.57,0.229,0.059,52,21,5,0.181,0.061,16,6,0.162,0.051,0.051,0.095,0.105,0.086,1,1
2864,20,1,93,0.574,0.253,0.067,53,24,6,0.17,0.077,16,7,0.146,0.057,0.051,0.095,0.105,0.086,1,1
2868,26,1,90,0.579,0.23,0.066,52,21,6,0.17,0.061,15,5,0.162,0.057,0.057,0.095,0.094,0.086,1,1
2883,25,1,86,0.552,0.22,0.063,47,19,5,0.151,0.056,13,5,0.162,0.063,0.057,0.095,0.105,0.086,1,1
2886,22,1,94,0.545,0.252,0.063,51,24,6,0.173,0.074,16,7,0.146,0.057,0.057,0.105,0.105,0.094,1,0
2889,24,1,100,0.547,0.222,0.068,55,22,7,0.17,0.059,17,6,0.162,0.057,0.063,0.095,0.105,0.086,1,1
2908,21,1,90,0.628,0.245,0.063,57,22,6,0.163,0.07,15,6,0.146,0.057,0.063,0.088,0.115,0.077,1,1
2928,20,1,99,0.593,0.233,0.064,59,23,6,0.156,0.059,15,6,0.162,0.063,0.057,0.095,0.105,0.086,1,1
2956,28,1,98,0.602,0.227,0.069,59,22,7,0.17,0.062,17,6,0.146,0.057,0.057,0.105,0.115,0.094,0,1
2959,20,1,100,0.565,0.228,0.06,56,23,6,0.157,0.065,16,6,0.178,0.063,0.051,0.095,0.105,0.086,0,1
2962,26,1,91,0.611,0.243,0.062,56,22,6,0.166,0.071,15,6,0.162,0.057,0.057,0.095,0.105,0.086,0,1
2963,23,1,103,0.538,0.223,0.068,55,23,7,0.169,0.065,17,7,0.162,0.057,0.063,0.095,0.094,0.086,0,1
2965,20,1,98,0.543,0.226,0.065,53,22,6,0.149,0.061,15,6,0.162,0.051,0.051,0.088,0.105,0.077,0,1
2983,25,1,100,0.594,0.223,0.068,59,22,7,0.174,0.057,17,6,0.146,0.057,0.051,0.088,0.105,0.077,1,1
2987,21,1,94,0.587,0.232,0.058,55,22,5,0.16,0.071,15,7,0.178,0.057,0.057,0.088,0.105,0.077,0,1
2996,21,1,88,0.622,0.238,0.061,55,21,5,0.17,0.067,15,6,0.178,0.057,0.051,0.095,0.094,0.086,0,1
3007,20,1,85,0.628,0.233,0.062,53,20,5,0.166,0.069,14,6,0.162,0.063,0.057,0.095,0.094,0.086,1,1
3014,20,1,96,0.641,0.223,0.063,62,21,6,0.168,0.057,16,5,0.162,0.051,0.057,0.095,0.105,0.086,0,1
3020,20,1,90,0.634,0.251,0.068,57,23,6,0.184,0.065,17,6,0.162,0.057,0.057,0.095,0.105,0.086,1,1
3028,29,1,97,0.565,0.217,0.063,55,21,6,0.155,0.061,15,6,0.162,0.063,0.057,0.095,0.094,0.086,0,1
3030,20,1,88,0.577,0.214,0.064,51,19,6,0.151,0.058,13,5,0.146,0.057,0.057,0.088,0.094,0.077,0,1
3041,27,1,103,0.631,0.229,0.07,65,24,7,0.161,0.061,17,6,0.146,0.051,0.051,0.095,0.115,0.086,1,1
3113,28,1,86,0.58,0.242,0.065,50,21,6,0.161,0.074,14,6,0.162,0.063,0.057,0.095,0.105,0.086,1,1
3135,22,1,96,0.574,0.221,0.064,55,21,6,0.154,0.067,15,6,0.162,0.063,0.051,0.105,0.105,0.094,1,1
3141,24,1,102,0.573,0.255,0.068,58,26,7,0.193,0.074,20,8,0.162,0.057,0.051,0.105,0.105,0.094,1,1
3153,21,1,93,0.566,0.243,0.058,53,23,5,0.171,0.066,16,6,0.162,0.057,0.051,0.105,0.105,0.094,1,1
3156,25,1,102,0.586,0.227,0.064,60,23,7,0.169,0.061,17,6,0.162,0.057,0.051,0.095,0.105,0.086,0,1
3164,29,1,86,0.567,0.219,0.066,49,19,6,0.157,0.056,14,5,0.162,0.057,0.057,0.088,0.105,0.077,0,1
3165,26,1,94,0.581,0.234,0.063,55,22,6,0.153,0.068,14,6,0.162,0.063,0.051,0.088,0.105,0.077,1,1
3168,24,1,99,0.571,0.232,0.059,57,23,6,0.156,0.061,15,6,0.146,0.057,0.051,0.095,0.105,0.086,1,1
3186,28,1,91,0.608,0.238,0.068,55,22,6,0.186,0.072,17,7,0.162,0.057,0.057,0.088,0.105,0.077,1,1
3206,29,1,101,0.611,0.22,0.063,62,22,6,0.17,0.06,17,6,0.162,0.063,0.063,0.105,0.115,0.094,1,1
